recency,frequency,monetary,R_score,F_score,M_score,RFM_Cell,segment
391,1,87.96,1,3,3,133,Regular Customer
352,2,119.8,2,5,4,254,Regular Customer
127,1,53.9,4,3,2,432,Regular Customer
431,1,103.99,1,3,3,133,Regular Customer
320,1,38.89,2,3,1,231,Regular Customer
124,1,99.9,4,3,3,433,Regular Customer
151,1,149.9,4,3,4,434,Regular Customer
267,1,129.9,3,3,4,334,Regular Customer
488,1,44.35,1,3,2,132,Regular Customer
296,1,109.9,2,3,3,233,Regular Customer
199,1,68.9,3,3,2,332,Regular Customer
278,1,120.0,2,3,4,234,Regular Customer
13,1,139.9,5,3,4,534,Regular Customer
527,1,30.0,1,3,1,131,Regular Customer
367,1,48.9,2,3,2,232,Regular Customer
4,1,25.99,5,3,1,531,Regular Customer
170,1,239.0,4,3,5,435,Regular Customer
457,1,58.8,1,3,2,132,Regular Customer
53,1,49.8,5,3,2,532,Regular Customer
547,1,199.8,1,3,5,135,Regular Customer
281,1,52.5,2,3,2,232,Regular Customer
88,1,202.0,5,3,5,535,Regular Customer
278,1,209.0,2,3,5,235,Regular Customer
206,1,59.0,3,3,2,332,Regular Customer
182,1,37.9,3,3,1,331,Regular Customer
218,2,309.9,3,5,5,355,Regular Customer
424,1,69.9,1,3,2,132,Regular Customer
105,1,29.7,4,3,1,431,Regular Customer
474,1,105.0,1,3,3,133,Regular Customer
197,1,209.70000000000002,3,3,5,335,Regular Customer
515,2,40.099999999999994,1,5,2,152,Regular Customer
218,1,19.9,3,3,1,331,Regular Customer
149,1,119.9,4,3,4,434,Regular Customer
537,1,49.9,1,3,2,132,Regular Customer
451,1,105.99,1,3,3,133,Regular Customer
27,1,20.99,5,3,1,531,Regular Customer
142,1,50.0,4,3,2,432,Regular Customer
236,1,99.99,3,3,3,333,Regular Customer
218,1,89.8,3,3,3,333,Regular Customer
492,1,68.9,1,3,2,132,Regular Customer
456,1,15.99,1,3,1,131,Regular Customer
39,1,126.10000000000001,5,3,4,534,Regular Customer
321,1,55.6,2,3,2,232,Regular Customer
482,1,98.0,1,3,3,133,Regular Customer
489,1,59.9,1,3,2,132,Regular Customer
174,1,159.0,4,3,4,434,Regular Customer
77,1,137.0,5,3,4,534,Regular Customer
95,1,119.9,4,3,4,434,Regular Customer
3,1,9.99,5,3,1,531,Regular Customer
293,1,146.99,2,3,4,234,Regular Customer
106,1,17.99,4,3,1,431,Regular Customer
178,1,149.9,3,3,4,334,Regular Customer
193,1,66.74,3,3,2,332,Regular Customer
279,1,49.89,2,3,2,232,Regular Customer
13,1,69.9,5,3,2,532,Regular Customer
588,1,199.9,1,3,5,135,Regular Customer
15,1,355.9,5,3,5,535,Regular Customer
380,1,36.9,2,3,1,231,Regular Customer
66,1,78.0,5,3,3,533,Regular Customer
23,1,39.9,5,3,1,531,Regular Customer
36,1,119.0,5,3,4,534,Regular Customer
89,1,189.0,5,3,5,535,Regular Customer
253,1,89.0,3,3,3,333,Regular Customer
255,1,122.99,3,3,4,334,Regular Customer
74,1,153.75,5,3,4,534,Regular Customer
130,1,131.99,4,3,4,434,Regular Customer
144,1,59.99,4,3,2,432,Regular Customer
419,1,269.70000000000005,1,3,5,135,Regular Customer
300,1,19.9,2,3,1,231,Regular Customer
218,1,109.0,3,3,3,333,Regular Customer
234,1,58.9,3,3,2,332,Regular Customer
192,1,16.9,3,3,1,331,Regular Customer
36,1,134.99,5,3,4,534,Regular Customer
239,1,50.25,3,3,2,332,Regular Customer
516,1,99.0,1,3,3,133,Regular Customer
154,1,29.99,4,3,1,431,Regular Customer
9,1,19.99,5,3,1,531,Regular Customer
162,1,57.0,4,3,2,432,Regular Customer
494,1,669.0,1,3,5,135,Regular Customer
568,1,27.9,1,3,1,131,Regular Customer
233,1,372.84000000000003,3,3,5,335,Regular Customer
277,1,294.0,2,3,5,235,Regular Customer
232,1,29.5,3,3,1,331,Regular Customer
85,1,149.9,5,3,4,534,Regular Customer
538,1,66.99,1,3,2,132,Regular Customer
51,1,219.0,5,3,5,535,Regular Customer
79,1,87.0,5,3,3,533,Regular Customer
387,2,239.98000000000002,1,5,5,155,Regular Customer
91,1,189.0,5,3,5,535,Regular Customer
50,1,28.9,5,3,1,531,Regular Customer
393,1,75.0,1,3,3,133,Regular Customer
570,1,30.0,1,3,1,131,Regular Customer
230,1,149.0,3,3,4,334,Regular Customer
15,1,567.35,5,3,5,535,Regular Customer
200,1,389.0,3,3,5,335,Regular Customer
148,1,338.0,4,3,5,435,Regular Customer
176,1,42.9,4,3,2,432,Regular Customer
544,1,72.9,1,3,3,133,Regular Customer
12,1,69.9,5,3,2,532,Regular Customer
520,1,61.6,1,3,2,132,Regular Customer
243,1,49.0,3,3,2,332,Regular Customer
168,2,220.2,4,5,5,455,VIP Customer
156,1,16.99,4,3,1,431,Regular Customer
135,1,412.0,4,3,5,435,Regular Customer
530,1,198.95,1,3,5,135,Regular Customer
235,1,74.0,3,3,3,333,Regular Customer
181,1,229.04,3,3,5,335,Regular Customer
277,1,49.9,2,3,2,232,Regular Customer
350,1,113.98,2,3,4,234,Regular Customer
197,2,299.39,3,5,5,355,Regular Customer
133,1,86.0,4,3,3,433,Regular Customer
209,1,117.3,3,3,4,334,Regular Customer
466,1,42.99,1,3,2,132,Regular Customer
396,1,69.9,1,3,2,132,Regular Customer
231,1,12.98,3,3,1,331,Regular Customer
279,1,99.9,2,3,3,233,Regular Customer
257,1,38.9,3,3,1,331,Regular Customer
151,1,389.0,4,3,5,435,Regular Customer
95,1,109.9,4,3,3,433,Regular Customer
497,1,23.9,1,3,1,131,Regular Customer
564,1,79.5,1,3,3,133,Regular Customer
15,1,64.8,5,3,2,532,Regular Customer
43,1,185.0,5,3,5,535,Regular Customer
187,1,38.0,3,3,1,331,Regular Customer
293,1,85.7,2,3,3,233,Regular Customer
62,1,59.9,5,3,2,532,Regular Customer
210,1,139.0,3,3,4,334,Regular Customer
279,1,299.0,2,3,5,235,Regular Customer
434,1,56.99,1,3,2,132,Regular Customer
60,1,39.99,5,3,2,532,Regular Customer
78,1,60.0,5,3,2,532,Regular Customer
447,1,16.99,1,3,1,131,Regular Customer
32,1,95.8,5,3,3,533,Regular Customer
231,1,426.99,3,3,5,335,Regular Customer
183,1,32.5,3,3,1,331,Regular Customer
57,1,1999.99,5,3,5,535,Regular Customer
197,1,239.96999999999997,3,3,5,335,Regular Customer
380,1,39.9,2,3,1,231,Regular Customer
174,1,78.9,4,3,3,433,Regular Customer
60,1,28.0,5,3,1,531,Regular Customer
459,1,159.9,1,3,4,134,Regular Customer
471,1,447.0,1,3,5,135,Regular Customer
26,1,301.48,5,3,5,535,Regular Customer
103,1,72.0,4,3,3,433,Regular Customer
80,1,29.9,5,3,1,531,Regular Customer
486,1,109.9,1,3,3,133,Regular Customer
427,1,39.9,1,3,1,131,Regular Customer
284,1,240.0,2,3,5,235,Regular Customer
219,1,108.0,3,3,3,333,Regular Customer
277,1,24.5,2,3,1,231,Regular Customer
86,1,14.9,5,3,1,531,Regular Customer
94,1,58.0,4,3,2,432,Regular Customer
48,1,99.99,5,3,3,533,Regular Customer
566,1,146.39,1,3,4,134,Regular Customer
125,1,27.9,4,3,1,431,Regular Customer
228,1,369.99,3,3,5,335,Regular Customer
129,1,147.6,4,3,4,434,Regular Customer
77,1,99.0,5,3,3,533,Regular Customer
276,1,23.99,2,3,1,231,Regular Customer
21,1,129.49,5,3,4,534,Regular Customer
453,1,119.2,1,3,4,134,Regular Customer
63,1,59.0,5,3,2,532,Regular Customer
8,1,118.0,5,3,4,534,Regular Customer
348,1,109.9,2,3,3,233,Regular Customer
107,1,1790.0,4,3,5,435,Regular Customer
9,1,89.0,5,3,3,533,Regular Customer
108,1,18.99,4,3,1,431,Regular Customer
443,1,143.97,1,3,4,134,Regular Customer
458,1,59.9,1,3,2,132,Regular Customer
109,1,99.99,4,3,3,433,Regular Customer
530,1,59.99,1,3,2,132,Regular Customer
479,1,169.99,1,3,4,134,Regular Customer
187,1,348.0,3,3,5,335,Regular Customer
554,1,24.9,1,3,1,131,Regular Customer
33,1,27.9,5,3,1,531,Regular Customer
330,1,12.88,2,3,1,231,Regular Customer
289,1,325.0,2,3,5,235,Regular Customer
21,1,133.1,5,3,4,534,Regular Customer
275,1,29.9,2,3,1,231,Regular Customer
161,1,224.8,4,3,5,435,Regular Customer
315,1,169.99,2,3,4,234,Regular Customer
211,1,133.2,3,3,4,334,Regular Customer
301,1,70.0,2,3,3,233,Regular Customer
11,1,12.88,5,3,1,531,Regular Customer
190,1,45.0,3,3,2,332,Regular Customer
150,1,60.5,4,3,2,432,Regular Customer
198,1,23.8,3,3,1,331,Regular Customer
37,1,49.49,5,3,2,532,Regular Customer
139,1,300.0,4,3,5,435,Regular Customer
303,1,68.0,2,3,2,232,Regular Customer
266,1,27.99,3,3,1,331,Regular Customer
129,1,105.98,4,3,3,433,Regular Customer
30,1,109.9,5,3,3,533,Regular Customer
103,1,59.9,4,3,2,432,Regular Customer
295,1,36.99,2,3,1,231,Regular Customer
352,1,99.9,2,3,3,233,Regular Customer
422,1,16.99,1,3,1,131,Regular Customer
515,1,22.5,1,3,1,131,Regular Customer
213,1,79.0,3,3,3,333,Regular Customer
93,1,65.0,4,3,2,432,Regular Customer
124,1,57.9,4,3,2,432,Regular Customer
283,1,142.5,2,3,4,234,Regular Customer
28,1,897.0,5,3,5,535,Regular Customer
275,1,700.0,2,3,5,235,Regular Customer
101,2,252.9,4,5,5,455,VIP Customer
37,1,610.0,5,3,5,535,Regular Customer
210,1,15.9,3,3,1,331,Regular Customer
109,1,559.0,4,3,5,435,Regular Customer
110,1,27.9,4,3,1,431,Regular Customer
302,1,98.9,2,3,3,233,Regular Customer
35,1,95.0,5,3,3,533,Regular Customer
35,1,47.9,5,3,2,532,Regular Customer
149,1,15.0,4,3,1,431,Regular Customer
277,1,149.9,2,3,4,234,Regular Customer
353,1,249.99,2,3,5,235,Regular Customer
320,1,143.0,2,3,4,234,Regular Customer
85,1,79.0,5,3,3,533,Regular Customer
477,1,292.0,1,3,5,135,Regular Customer
77,1,106.99,5,3,3,533,Regular Customer
94,1,139.98,4,3,4,434,Regular Customer
73,1,12.88,5,3,1,531,Regular Customer
101,1,79.49,4,3,3,433,Regular Customer
204,1,39.99,3,3,2,332,Regular Customer
29,1,164.9,5,3,4,534,Regular Customer
147,1,569.0,4,3,5,435,Regular Customer
345,1,74.8,2,3,3,233,Regular Customer
86,1,78.0,5,3,3,533,Regular Customer
230,1,139.8,3,3,4,334,Regular Customer
182,1,53.99,3,3,2,332,Regular Customer
464,1,19.95,1,3,1,131,Regular Customer
30,1,39.38,5,3,1,531,Regular Customer
216,1,179.49,3,3,4,334,Regular Customer
354,1,205.0,2,3,5,235,Regular Customer
267,2,142.98,3,5,4,354,Regular Customer
276,2,180.2,2,5,5,255,Regular Customer
353,1,599.0,2,3,5,235,Regular Customer
238,1,29.9,3,3,1,331,Regular Customer
84,1,19.95,5,3,1,531,Regular Customer
87,1,186.0,5,3,5,535,Regular Customer
71,1,27.49,5,3,1,531,Regular Customer
246,1,105.9,3,3,3,333,Regular Customer
237,1,73.5,3,3,3,333,Regular Customer
58,1,49.9,5,3,2,532,Regular Customer
136,1,120.0,4,3,4,434,Regular Customer
216,1,80.0,3,3,3,333,Regular Customer
24,1,24.99,5,3,1,531,Regular Customer
154,1,124.8,4,3,4,434,Regular Customer
116,1,24.99,4,3,1,431,Regular Customer
318,1,159.9,2,3,4,234,Regular Customer
404,1,59.99,1,3,2,132,Regular Customer
61,1,29.9,5,3,1,531,Regular Customer
27,3,318.98,5,5,5,555,VIP Customer
81,1,89.9,5,3,3,533,Regular Customer
16,1,20.9,5,3,1,531,Regular Customer
567,1,16.9,1,3,1,131,Regular Customer
414,1,61.9,1,3,2,132,Regular Customer
27,1,39.9,5,3,1,531,Regular Customer
226,1,89.99,3,3,3,333,Regular Customer
240,1,93.0,3,3,3,333,Regular Customer
448,1,16.37,1,3,1,131,Regular Customer
161,1,20.0,4,3,1,431,Regular Customer
236,1,45.0,3,3,2,332,Regular Customer
569,1,52.0,1,3,2,132,Regular Customer
377,1,37.4,2,3,1,231,Regular Customer
11,1,198.9,5,3,5,535,Regular Customer
78,1,99.0,5,3,3,533,Regular Customer
180,2,44.5,3,5,2,352,Regular Customer
118,1,39.0,4,3,1,431,Regular Customer
192,1,69.9,3,3,2,332,Regular Customer
37,1,110.0,5,3,4,534,Regular Customer
14,1,32.4,5,3,1,531,Regular Customer
419,1,31.9,1,3,1,131,Regular Customer
328,1,43.9,2,3,2,232,Regular Customer
520,1,69.9,1,3,2,132,Regular Customer
128,1,44.400000000000006,4,3,2,432,Regular Customer
534,1,307.3,1,3,5,135,Regular Customer
203,1,33.5,3,3,1,331,Regular Customer
364,1,143.54,2,3,4,234,Regular Customer
236,1,119.8,3,3,4,334,Regular Customer
100,1,69.9,4,3,2,432,Regular Customer
270,1,219.9,2,3,5,235,Regular Customer
289,1,31.9,2,3,1,231,Regular Customer
516,1,22.0,1,3,1,131,Regular Customer
321,1,7.0,2,3,1,231,Regular Customer
179,1,148.99,3,3,4,334,Regular Customer
114,1,98.2,4,3,3,433,Regular Customer
222,1,29.5,3,3,1,331,Regular Customer
166,1,86.5,4,3,3,433,Regular Customer
590,1,45.9,1,3,2,132,Regular Customer
423,2,368.97,1,5,5,155,Regular Customer
37,1,169.9,5,3,4,534,Regular Customer
199,1,164.98,3,3,4,334,Regular Customer
185,1,53.9,3,3,2,332,Regular Customer
11,1,119.9,5,3,4,534,Regular Customer
108,1,118.0,4,3,4,434,Regular Customer
225,1,89.0,3,3,3,333,Regular Customer
325,1,197.5,2,3,5,235,Regular Customer
297,1,870.0,2,3,5,235,Regular Customer
331,1,169.0,2,3,4,234,Regular Customer
177,1,13.65,4,3,1,431,Regular Customer
399,1,39.9,1,3,1,131,Regular Customer
274,1,56.99,2,3,2,232,Regular Customer
483,1,129.9,1,3,4,134,Regular Customer
317,1,159.0,2,3,4,234,Regular Customer
472,1,14.9,1,3,1,131,Regular Customer
101,1,19.99,4,3,1,431,Regular Customer
222,1,179.0,3,3,4,334,Regular Customer
272,1,27.19,2,3,1,231,Regular Customer
571,1,49.98,1,3,2,132,Regular Customer
361,1,49.0,2,3,2,232,Regular Customer
345,1,109.99,2,3,4,234,Regular Customer
487,1,164.0,1,3,4,134,Regular Customer
133,1,24.9,4,3,1,431,Regular Customer
470,1,59.9,1,3,2,132,Regular Customer
68,1,50.95,5,3,2,532,Regular Customer
331,1,34.2,2,3,1,231,Regular Customer
313,1,29.99,2,3,1,231,Regular Customer
111,1,114.9,4,3,4,434,Regular Customer
227,1,45.0,3,3,2,332,Regular Customer
496,1,119.8,1,3,4,134,Regular Customer
11,1,220.64,5,3,5,535,Regular Customer
430,1,455.7,1,3,5,135,Regular Customer
563,1,168.0,1,3,4,134,Regular Customer
197,1,49.0,3,3,2,332,Regular Customer
112,1,34.99,4,3,1,431,Regular Customer
174,1,161.7,4,3,4,434,Regular Customer
263,1,53.99,3,3,2,332,Regular Customer
45,1,35.19,5,3,1,531,Regular Customer
147,1,179.0,4,3,4,434,Regular Customer
133,1,53.9,4,3,2,432,Regular Customer
220,1,150.0,3,3,4,334,Regular Customer
278,1,32.99,2,3,1,231,Regular Customer
185,1,119.4,3,3,4,334,Regular Customer
254,1,339.0,3,3,5,335,Regular Customer
318,1,56.99,2,3,2,232,Regular Customer
165,1,69.9,4,3,2,432,Regular Customer
417,1,174.9,1,3,4,134,Regular Customer
491,1,19.33,1,3,1,131,Regular Customer
97,1,119.99,4,3,4,434,Regular Customer
305,1,35.98,2,3,1,231,Regular Customer
66,1,43.0,5,3,2,532,Regular Customer
153,1,99.9,4,3,3,433,Regular Customer
16,1,34.99,5,3,1,531,Regular Customer
14,1,58.9,5,3,2,532,Regular Customer
72,1,110.32,5,3,4,534,Regular Customer
489,1,198.0,1,3,5,135,Regular Customer
421,1,230.0,1,3,5,135,Regular Customer
279,1,49.0,2,3,2,232,Regular Customer
182,1,135.9,3,3,4,334,Regular Customer
69,1,159.99,5,3,4,534,Regular Customer
27,1,238.0,5,3,5,535,Regular Customer
575,1,74.5,1,3,3,133,Regular Customer
219,1,49.99,3,3,2,332,Regular Customer
384,1,92.69999999999999,1,3,3,133,Regular Customer
31,1,29.99,5,3,1,531,Regular Customer
567,1,109.0,1,3,3,133,Regular Customer
293,1,39.0,2,3,1,231,Regular Customer
274,1,21.15,2,3,1,231,Regular Customer
265,1,249.9,3,3,5,335,Regular Customer
211,1,75.0,3,3,3,333,Regular Customer
374,1,58.99,2,3,2,232,Regular Customer
188,1,15.9,3,3,1,331,Regular Customer
38,1,38.9,5,3,1,531,Regular Customer
218,1,29.99,3,3,1,331,Regular Customer
278,1,14.9,2,3,1,231,Regular Customer
106,1,121.0,4,3,4,434,Regular Customer
114,1,64.99,4,3,2,432,Regular Customer
388,1,152.15,1,3,4,134,Regular Customer
175,1,69.9,4,3,2,432,Regular Customer
23,1,53.3,5,3,2,532,Regular Customer
285,1,49.0,2,3,2,232,Regular Customer
180,1,79.9,3,3,3,333,Regular Customer
467,1,39.99,1,3,2,132,Regular Customer
397,1,74.99,1,3,3,133,Regular Customer
217,2,174.39,3,5,4,354,Regular Customer
345,1,158.0,2,3,4,234,Regular Customer
125,1,59.9,4,3,2,432,Regular Customer
278,1,13.65,2,3,1,231,Regular Customer
428,1,159.9,1,3,4,134,Regular Customer
178,1,129.94,3,3,4,334,Regular Customer
111,1,39.0,4,3,1,431,Regular Customer
320,1,71.9,2,3,3,233,Regular Customer
469,1,335.9,1,3,5,135,Regular Customer
268,1,99.9,3,3,3,333,Regular Customer
384,1,219.99,1,3,5,135,Regular Customer
164,1,269.9,4,3,5,435,Regular Customer
17,1,330.0,5,3,5,535,Regular Customer
77,1,110.49,5,3,4,534,Regular Customer
62,1,17.9,5,3,1,531,Regular Customer
58,1,149.0,5,3,4,534,Regular Customer
363,1,23.8,2,3,1,231,Regular Customer
40,1,74.9,5,3,3,533,Regular Customer
380,1,69.9,2,3,2,232,Regular Customer
231,1,12.98,3,3,1,331,Regular Customer
388,1,19.95,1,3,1,131,Regular Customer
63,1,199.99,5,3,5,535,Regular Customer
165,1,174.9,4,3,4,434,Regular Customer
405,1,104.9,1,3,3,133,Regular Customer
462,1,99.7,1,3,3,133,Regular Customer
336,1,60.99,2,3,2,232,Regular Customer
148,1,215.9,4,3,5,435,Regular Customer
397,1,155.0,1,3,4,134,Regular Customer
400,1,84.9,1,3,3,133,Regular Customer
513,1,179.8,1,3,4,134,Regular Customer
503,1,99.99,1,3,3,133,Regular Customer
22,1,51.58,5,3,2,532,Regular Customer
43,1,1079.94,5,3,5,535,Regular Customer
37,1,138.0,5,3,4,534,Regular Customer
372,1,99.9,2,3,3,233,Regular Customer
478,1,136.9,1,3,4,134,Regular Customer
51,1,140.0,5,3,4,534,Regular Customer
393,1,708.0,1,3,5,135,Regular Customer
101,1,78.0,4,3,3,433,Regular Customer
99,1,18.99,4,3,1,431,Regular Customer
315,1,69.9,2,3,2,232,Regular Customer
215,1,150.0,3,3,4,334,Regular Customer
135,1,49.76,4,3,2,432,Regular Customer
142,1,28.49,4,3,1,431,Regular Customer
103,1,124.9,4,3,4,434,Regular Customer
279,1,89.99,2,3,3,233,Regular Customer
359,1,39.0,2,3,1,231,Regular Customer
217,1,13.99,3,3,1,331,Regular Customer
233,1,76.0,3,3,3,333,Regular Customer
280,1,31.9,2,3,1,231,Regular Customer
453,1,129.99,1,3,4,134,Regular Customer
344,1,80.0,2,3,3,233,Regular Customer
311,1,249.99,2,3,5,235,Regular Customer
466,1,19.9,1,3,1,131,Regular Customer
154,1,69.8,4,3,2,432,Regular Customer
71,1,289.99,5,3,5,535,Regular Customer
458,1,250.0,1,3,5,135,Regular Customer
206,1,99.9,3,3,3,333,Regular Customer
20,2,199.8,5,5,5,555,VIP Customer
432,1,990.0,1,3,5,135,Regular Customer
510,1,849.99,1,3,5,135,Regular Customer
174,1,540.0,4,3,5,435,Regular Customer
67,1,122.99,5,3,4,534,Regular Customer
440,1,56.99,1,3,2,132,Regular Customer
271,1,209.0,2,3,5,235,Regular Customer
109,1,97.8,4,3,3,433,Regular Customer
129,1,115.0,4,3,4,434,Regular Customer
148,1,122.99,4,3,4,434,Regular Customer
487,1,290.0,1,3,5,135,Regular Customer
330,1,149.99,2,3,4,234,Regular Customer
16,1,29.99,5,3,1,531,Regular Customer
67,1,31.9,5,3,1,531,Regular Customer
544,1,39.99,1,3,2,132,Regular Customer
300,1,45.0,2,3,2,232,Regular Customer
134,1,120.0,4,3,4,434,Regular Customer
176,1,169.99,4,3,4,434,Regular Customer
380,1,79.9,2,3,3,233,Regular Customer
54,1,107.9,5,3,3,533,Regular Customer
330,1,1399.99,2,3,5,235,Regular Customer
359,1,59.9,2,3,2,232,Regular Customer
201,1,142.0,3,3,4,334,Regular Customer
86,1,230.0,5,3,5,535,Regular Customer
53,1,17.9,5,3,1,531,Regular Customer
488,1,66.9,1,3,2,132,Regular Customer
265,1,599.65,3,3,5,335,Regular Customer
336,1,139.9,2,3,4,234,Regular Customer
107,1,79.9,4,3,3,433,Regular Customer
114,1,379.9,4,3,5,435,Regular Customer
472,1,39.9,1,3,1,131,Regular Customer
201,1,221.98,3,3,5,335,Regular Customer
438,2,208.99,1,5,5,155,Regular Customer
526,1,89.9,1,3,3,133,Regular Customer
269,1,58.9,2,3,2,232,Regular Customer
295,1,142.0,2,3,4,234,Regular Customer
46,1,52.0,5,3,2,532,Regular Customer
530,1,69.9,1,3,2,132,Regular Customer
170,1,169.9,4,3,4,434,Regular Customer
166,1,24.9,4,3,1,431,Regular Customer
224,1,179.9,3,3,4,334,Regular Customer
117,1,69.0,4,3,2,432,Regular Customer
336,1,28.99,2,3,1,231,Regular Customer
120,1,144.0,4,3,4,434,Regular Customer
227,1,149.9,3,3,4,334,Regular Customer
72,1,45.97,5,3,2,532,Regular Customer
182,1,19.9,3,3,1,331,Regular Customer
251,1,45.0,3,3,2,332,Regular Customer
296,1,45.04,2,3,2,232,Regular Customer
87,1,118.5,5,3,4,534,Regular Customer
279,1,120.0,2,3,4,234,Regular Customer
301,1,45.49,2,3,2,232,Regular Customer
18,1,169.9,5,3,4,534,Regular Customer
87,1,209.99,5,3,5,535,Regular Customer
482,1,402.85,1,3,5,135,Regular Customer
216,1,25.9,3,3,1,331,Regular Customer
302,1,32.9,2,3,1,231,Regular Customer
446,1,45.0,1,3,2,132,Regular Customer
126,1,105.0,4,3,3,433,Regular Customer
279,1,610.0,2,3,5,235,Regular Customer
42,1,17.9,5,3,1,531,Regular Customer
48,1,14.99,5,3,1,531,Regular Customer
563,1,69.9,1,3,2,132,Regular Customer
414,2,410.0,1,5,5,155,Regular Customer
275,1,199.9,2,3,5,235,Regular Customer
325,1,119.0,2,3,4,234,Regular Customer
296,1,139.99,2,3,4,234,Regular Customer
15,1,26.9,5,3,1,531,Regular Customer
223,1,85.8,3,3,3,333,Regular Customer
406,1,79.0,1,3,3,133,Regular Customer
210,1,37.99,3,3,1,331,Regular Customer
418,1,98.0,1,3,3,133,Regular Customer
362,1,49.9,2,3,2,232,Regular Customer
52,1,97.0,5,3,3,533,Regular Customer
163,1,95.0,4,3,3,433,Regular Customer
157,1,122.9,4,3,4,434,Regular Customer
19,2,249.99,5,5,5,555,VIP Customer
494,1,29.9,1,3,1,131,Regular Customer
24,1,29.99,5,3,1,531,Regular Customer
67,1,24.12,5,3,1,531,Regular Customer
321,1,85.0,2,3,3,233,Regular Customer
46,1,138.98,5,3,4,534,Regular Customer
78,1,69.9,5,3,2,532,Regular Customer
163,1,159.99,4,3,4,434,Regular Customer
71,1,60.0,5,3,2,532,Regular Customer
234,1,30.9,3,3,1,331,Regular Customer
433,1,87.96,1,3,3,133,Regular Customer
525,1,389.0,1,3,5,135,Regular Customer
306,1,284.9,2,3,5,235,Regular Customer
334,1,99.98,2,3,3,233,Regular Customer
405,1,139.9,1,3,4,134,Regular Customer
114,1,421.99,4,3,5,435,Regular Customer
208,2,98.99,3,5,3,353,Regular Customer
394,1,49.0,1,3,2,132,Regular Customer
347,1,16.5,2,3,1,231,Regular Customer
75,1,55.0,5,3,2,532,Regular Customer
14,1,279.8,5,3,5,535,Regular Customer
274,1,274.9,2,3,5,235,Regular Customer
163,1,109.95,4,3,4,434,Regular Customer
273,1,48.9,2,3,2,232,Regular Customer
312,1,104.9,2,3,3,233,Regular Customer
121,1,150.97,4,3,4,434,Regular Customer
178,1,119.9,3,3,4,334,Regular Customer
54,1,54.99,5,3,2,532,Regular Customer
497,1,68.9,1,3,2,132,Regular Customer
62,2,518.0,5,5,5,555,VIP Customer
186,1,204.0,3,3,5,335,Regular Customer
231,1,22.0,3,3,1,331,Regular Customer
195,1,34.0,3,3,1,331,Regular Customer
409,2,378.9,1,5,5,155,Regular Customer
203,1,553.78,3,3,5,335,Regular Customer
66,1,24.9,5,3,1,531,Regular Customer
19,1,126.9,5,3,4,534,Regular Customer
16,1,51.0,5,3,2,532,Regular Customer
301,1,37.98,2,3,1,231,Regular Customer
568,1,119.99,1,3,4,134,Regular Customer
66,1,116.0,5,3,4,534,Regular Customer
143,1,35.8,4,3,1,431,Regular Customer
277,1,89.99,2,3,3,233,Regular Customer
34,1,49.9,5,3,2,532,Regular Customer
59,1,199.0,5,3,5,535,Regular Customer
491,1,32.64,1,3,1,131,Regular Customer
360,1,119.8,2,3,4,234,Regular Customer
43,1,95.9,5,3,3,533,Regular Customer
26,1,92.5,5,3,3,533,Regular Customer
83,1,24.99,5,3,1,531,Regular Customer
219,1,56.99,3,3,2,332,Regular Customer
216,1,138.0,3,3,4,334,Regular Customer
93,1,765.0,4,3,5,435,Regular Customer
89,1,124.9,5,3,4,534,Regular Customer
161,1,67.9,4,3,2,432,Regular Customer
364,1,205.9,2,3,5,235,Regular Customer
236,1,139.8,3,3,4,334,Regular Customer
107,1,27.99,4,3,1,431,Regular Customer
17,1,111.8,5,3,4,534,Regular Customer
458,1,79.0,1,3,3,133,Regular Customer
358,1,1299.9,2,3,5,235,Regular Customer
336,1,20.3,2,3,1,231,Regular Customer
191,1,189.9,3,3,5,335,Regular Customer
178,1,39.9,3,3,1,331,Regular Customer
107,1,39.0,4,3,1,431,Regular Customer
590,1,14.97,1,3,1,131,Regular Customer
214,1,99.9,3,3,3,333,Regular Customer
414,1,99.8,1,3,3,133,Regular Customer
19,1,199.9,5,3,5,535,Regular Customer
288,1,34.99,2,3,1,231,Regular Customer
416,1,99.9,1,3,3,133,Regular Customer
61,1,89.99,5,3,3,533,Regular Customer
94,1,79.0,4,3,3,433,Regular Customer
158,1,29.99,4,3,1,431,Regular Customer
197,1,49.0,3,3,2,332,Regular Customer
34,1,25.0,5,3,1,531,Regular Customer
402,1,69.9,1,3,2,132,Regular Customer
20,1,35.9,5,3,1,531,Regular Customer
134,1,42.9,4,3,2,432,Regular Customer
230,1,735.8,3,3,5,335,Regular Customer
123,1,29.99,4,3,1,431,Regular Customer
479,1,253.98,1,3,5,135,Regular Customer
417,1,104.99,1,3,3,133,Regular Customer
571,1,169.9,1,3,4,134,Regular Customer
241,1,23.99,3,3,1,331,Regular Customer
226,1,122.9,3,3,4,334,Regular Customer
380,1,49.9,2,3,2,232,Regular Customer
340,1,79.0,2,3,3,233,Regular Customer
465,1,14.33,1,3,1,131,Regular Customer
155,1,159.0,4,3,4,434,Regular Customer
37,1,24.0,5,3,1,531,Regular Customer
207,1,189.9,3,3,5,335,Regular Customer
235,2,247.89,3,5,5,355,Regular Customer
136,1,95.0,4,3,3,433,Regular Customer
313,1,689.0,2,3,5,235,Regular Customer
84,1,669.0,5,3,5,535,Regular Customer
111,1,199.0,4,3,5,435,Regular Customer
